,Response_No,Tab_No,Survey_Date,AC_Name,Mandal_Name,Village_Name
6186,8731,351,2015-06-15,Mylavaram,Mylavaram,Velvadam
6187,8733,175,2015-10-07,,,
6188,8734,436,2015-02-06,,,
6189,8734,214,2015-07-20,Nandigama,Kanchikacherla,Kanchikacherla
6190,8735,471,2015-12-06,,,
6191,8736,362,2015-05-26,Mylavaram,Mylavaram,Ganapavaram
6192,8736,254,2015-06-07,Nandigama,Chanderlapadu,Pokkunuru
6193,8738,151,2015-07-19,Nandigama,Veerullapadu,Jayanthi
6194,8739,349,2015-06-27,Tiruvuru,Tiruvuru,Kokilampadu
6195,8740,104,2015-05-15,,,
6196,8740,191,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
6197,8741,350,2015-06-13,,,
6198,8746,255,2015-06-23,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
6199,8748,32,2015-05-26,,,
6200,8749,471,2015-03-06,,,
6201,8749,266,2015-06-13,Mylavaram,Reddygudem,Reddygudem
6202,8750,140,2015-03-07,,,
6203,8751,353,2015-06-16,Mylavaram,Mylavaram,Velvadam
6204,8752,337,2015-06-24,Tiruvuru,Tiruvuru,G.Kothuru
6205,8753,363,2015-05-31,Mylavaram,Mylavaram,Chandrala
6206,8753,434,2015-11-07,,,
6207,8754,426,2015-11-06,,,
6208,8756,354,2015-05-30,Mylavaram,Mylavaram,Chandrala
6209,8758,212,2015-09-07,,,
6210,8760,111,2015-06-27,Jaggaiahpeta,Vatsavai,Lingala
6211,8762,380,2015-07-16,,,
6212,8763,122,2015-05-26,Jaggaiahpeta,Vatsavai,Allurupadu
6213,8767,255,2015-06-22,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
6214,8767,206,2015-06-29,Nandigama,Veerullapadu,Peddapuram
6215,8768,344,2015-05-29,Tiruvuru,Tiruvuru,Munukulla
6216,8768,269,2015-10-07,,,
6217,8770,342,2015-06-15,Tiruvuru,Tiruvuru,Vavilala
6218,8770,44,2015-08-07,,,
6219,8770,208,2015-08-07,,,
6220,8771,353,2015-05-19,Mylavaram,Mylavaram,Tholukodu
6221,8771,351,2015-01-07,,,
6222,8772,138,2015-12-07,,,
6223,8773,125,2015-02-07,,,
6224,8773,242,2015-07-19,Mylavaram,Ibrahimpatnam,Kondapalli
6225,8774,165,2015-06-16,Nandigama,Chanderlapadu,Pokkunuru
6226,8777,487,2015-05-06,,,
6227,8777,5,2015-06-27,Nandigama,Chanderlapadu,Veladi Kothapalem
6228,8779,144,2015-07-13,Nandigama,Veerullapadu,Jujjuru
6229,8781,246,2015-06-22,Jaggaiahpeta,Jaggaiahpeta,S M Peta
6230,8783,499,2015-06-06,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
6231,8783,134,2015-09-06,,,
6232,8783,262,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
6233,8784,382,2015-10-06,,,
6234,8787,306,2015-05-25,Jaggaiahpeta,Nadigama,Konathamatmakuru
6235,8787,498,2015-03-06,,,
6236,8787,224,2015-07-19,Nandigama,Kanchikacherla,Kanchikacherla
6237,8790,75,2015-05-06,,,
6238,8793,183,2015-05-24,Mylavaram,G. Konduru,Kandulapadu
6239,8793,232,2015-06-27,,,
6240,8795,328,2015-06-24,Tiruvuru,Tiruvuru,Kokilampadu
6241,8797,320,2015-05-27,Nandigama,Nandigama,Kammavaripalem
6242,8800,196,2015-12-06,,,
6243,8802,300,2015-06-17,Nandigama,Nandigama,Lingalapadu
6244,8802,447,2015-06-14,Tiruvuru,Gampalagudem,NEMALI
6245,8803,459,2015-03-06,,,
6246,8803,393,2015-06-19,Tiruvuru,A.Konduru,Khampampadu
6247,8805,432,2015-04-07,,,
6248,8809,342,2015-05-23,Tiruvuru,Tiruvuru,Vamakuntla
6249,8809,476,2015-06-19,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
6250,8809,220,2015-11-07,,,
6251,8811,455,2015-05-31,Tiruvuru,Gampalagudem,KOTHAPALLI
6252,8813,315,2015-06-15,Nandigama,Nandigama,Lingalapadu
6253,8813,24,2015-07-07,Tiruvuru,Vissannapeta,Vissannapeta
6254,8814,450,2015-06-27,Tiruvuru,Gampalagudem,DUNDIRLAPADU
6255,8819,153,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
6256,8819,125,2015-10-07,,,
6257,8822,362,2015-05-21,Mylavaram,Mylavaram,Ganapavaram
6258,8823,476,2015-05-26,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
6259,8824,388,2015-05-23,Tiruvuru,A.Konduru,Marepalli
6260,8826,314,2015-06-06,Nandigama,Nandigama,Raghavapuram
6261,8826,213,2015-05-28,Nandigama,Kanchikacherla,Bathinapadu
6262,8827,39,2015-11-06,,,
6263,8828,313,2015-06-17,Jaggaiahpeta,Nadigama,Jonnalagadda
6264,8829,355,2015-05-19,Mylavaram,Mylavaram,Tholukodu
6265,8830,123,2015-02-06,,,
6266,8833,291,2015-05-29,Nandigama,Nandigama,Chandapuram
6267,8834,147,2015-09-06,,,
6268,8835,459,2015-02-06,,,
6269,8837,404,2015-05-25,Tiruvuru,A.Konduru,Jeellakunta
6270,8837,416,2015-06-14,Tiruvuru,Tiruvuru,Chinthalapadu
6271,8837,39,2015-06-26,Tiruvuru,A.Konduru,Cheemalapadu
6272,8838,471,2015-10-06,,,
6273,8839,442,2015-01-06,,,
6274,8839,245,2015-06-15,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
6275,8839,222,2015-06-17,Nandigama,Kanchikacherla,Moguluru
6276,8841,111,2015-05-23,Jaggaiahpeta,Vatsavai,Allurupadu
6277,8841,407,2015-06-22,Tiruvuru,A.Konduru,Ramachandrapuram
6278,8844,290,2015-03-06,,,
6279,8846,495,2015-10-07,,,
6280,8847,348,2015-07-17,,,
6281,8848,496,2015-06-21,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
6282,8848,80,2015-04-07,,,
6283,8849,12,2015-06-26,Tiruvuru,Vissannapeta,Tatakuntla
6284,8851,109,2015-06-22,Nandigama,Veerullapadu,Dodda Devara Padu
6285,8853,334,2015-05-24,Tiruvuru,Tiruvuru,Mustikuntla
6286,8855,355,2015-08-06,,,
6287,8860,125,2015-04-07,,,
6288,8861,467,2015-05-30,Tiruvuru,Gampalagudem,KANUMURU
6289,8861,144,2015-09-07,,,
6290,8862,44,2015-06-15,Tiruvuru,Gampalagudem,TUNIKIPADU
6291,8863,410,2015-01-06,,,
6292,8864,387,2015-07-06,Tiruvuru,A.Konduru,A. Konduru
6293,8865,216,2015-05-27,,,
6294,8868,180,2015-06-17,Mylavaram,G. Konduru,Gaddamanugu
6295,8873,55,2015-05-24,Mylavaram,Ibrahimpatnam,Thummalapalem
6296,8874,467,2015-05-28,Tiruvuru,Gampalagudem,KANUMURU
6297,8874,439,2015-04-07,,,
6298,8875,429,2015-06-22,Nandigama,Chanderlapadu,Kodavatikallu
6299,8876,253,2015-06-26,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
6300,8879,187,2015-06-24,Mylavaram,G. Konduru,Chevuturu
6301,8879,181,2015-09-07,,,
6302,8885,374,2015-05-22,Mylavaram,Mylavaram,Pondugala
6303,8886,372,2015-06-23,,,
6304,8889,220,2015-12-06,,,
6305,8890,371,2015-06-20,Mylavaram,Mylavaram,Velvadam
6306,8892,245,2015-07-06,,,
6307,8893,31,2015-06-21,Tiruvuru,Gampalagudem,TUNIKIPADU
6308,8894,313,2015-05-25,Jaggaiahpeta,Nadigama,Konathamatmakuru
6309,8894,469,2015-06-13,Tiruvuru,Gampalagudem,KONIJARAL
6310,8898,287,2015-04-07,,,
6311,8901,368,2015-11-06,,,
6312,8901,417,2015-06-24,Tiruvuru,Tiruvuru,Kokilampadu
6313,8903,405,2015-05-26,Tiruvuru,A.Konduru,Marepalli
6314,8903,490,2015-04-06,,,
6315,8904,459,2015-02-06,,,
6316,8907,305,2015-06-18,Nandigama,Nandigama,Pallagiri
6317,8907,9,2015-07-15,Nandigama,Kanchikacherla,Kanchikacherla
6318,8908,251,2015-06-26,Nandigama,Chanderlapadu,Bobbillapadu
6319,8913,487,2015-03-07,,,
6320,8914,423,2015-04-07,,,
6321,8916,401,2015-05-25,Tiruvuru,A.Konduru,kummarikuntla
6322,8916,352,2015-06-24,Mylavaram,Mylavaram,pullur
6323,8919,173,2015-06-29,Mylavaram,G. Konduru,Kavuluru
6324,8921,362,2015-06-15,Mylavaram,Mylavaram,Chandragudem
6325,8923,215,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
6326,8925,191,2015-02-06,,,
6327,8925,1,2015-03-06,,,
6328,8926,283,2015-06-19,Mylavaram,Reddygudem,Reddygudem
6329,8927,373,2015-01-06,,,
6330,8929,475,2015-09-06,,,
6331,8931,214,2015-09-07,,,
6332,8933,375,2015-06-22,Mylavaram,Mylavaram,Chandragudem
6333,8936,313,2015-05-06,,,
6334,8936,430,2015-06-17,,,
6335,8937,435,2015-08-06,,,
6336,8937,32,2015-12-06,,,
6337,8937,39,2015-03-07,,,
6338,8939,165,2015-06-16,Nandigama,Chanderlapadu,Pokkunuru
6339,8939,347,2015-06-23,Tiruvuru,Tiruvuru,Munukulla
6340,8945,343,2015-01-06,,,
6341,8945,280,2015-06-06,Mylavaram,Reddygudem,Reddygudem
6342,8945,269,2015-07-15,Mylavaram,Ibrahimpatnam,Kondapalli
6343,8947,112,2015-04-06,,,
6344,8947,7,2015-03-06,,,
6345,8947,273,2015-11-06,,,
6346,8951,442,2015-09-07,,,
6347,8954,291,2015-05-30,Nandigama,Nandigama,Chandapuram
6348,8955,494,2015-06-20,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
6349,8956,479,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
6350,8956,306,2015-09-07,,,
6351,8957,34,2015-04-06,,,
6352,8957,414,2015-06-24,Tiruvuru,Tiruvuru,Vavilala
6353,8959,28,2015-05-28,Tiruvuru,Gampalagudem,CHINTALANARVA
6354,8959,275,2015-06-30,Mylavaram,Mylavaram,pullur
6355,8960,265,2015-01-06,,,
6356,8961,306,2015-06-18,Jaggaiahpeta,Nadigama,Jonnalagadda
6357,8961,355,2015-06-13,Mylavaram,Mylavaram,Velvadam
6358,8964,174,2015-04-07,,,
6359,8965,26,2015-06-07,Tiruvuru,Gampalagudem,ARLAPADU
6360,8967,122,2015-06-13,Jaggaiahpeta,Vatsavai,Machinenipalem
6361,8967,285,2015-06-25,Mylavaram,Reddygudem,Reddygudem
6362,8970,365,2015-05-20,Mylavaram,Mylavaram,Pondugala
6363,8972,301,2015-06-19,Nandigama,Nandigama,Lingalapadu
6364,8972,163,2015-06-30,Nandigama,Chanderlapadu,Veladi Kothapalem
6365,8977,444,2015-06-15,Tiruvuru,Gampalagudem,NEMALI
6366,8979,39,2015-06-13,Nandigama,Veerullapadu,Vellanki
6367,8984,1,2015-12-06,,,
6368,8985,230,2015-05-22,Nandigama,Kanchikacherla,Munnaluru
6369,8986,68,2015-06-07,Mylavaram,Ibrahimpatnam,Mulapadu
6370,8987,81,2015-06-22,Mylavaram,Ibrahimpatnam,Kachavaram
6371,8988,398,2015-10-06,,,
6372,8988,194,2015-08-07,,,
6373,8989,393,2015-05-26,Tiruvuru,A.Konduru,Marepalli
6374,8989,32,2015-07-06,,,
6375,8990,41,2015-03-07,,,
6376,8991,129,2015-06-15,Jaggaiahpeta,Vatsavai,CH .M.Palli
6377,8992,138,2015-07-13,Nandigama,Chanderlapadu,Muppalla
6378,8993,201,2015-06-30,Nandigama,Kanchikacherla,Gottimukkala
6379,8994,22,2015-01-06,,,
6380,8995,253,2015-05-06,,,
6381,8998,480,2015-07-14,,,
6382,8998,478,2015-07-15,,,
6383,9003,469,2015-05-28,Tiruvuru,Gampalagudem,GOSAVEEDU
6384,9004,260,2015-06-30,Jaggaiahpeta,Vatsavai,Magollu
6385,9004,203,2015-01-07,,,
6386,9005,313,2015-05-26,Jaggaiahpeta,Nadigama,Konathamatmakuru
6387,9005,210,2015-05-25,Nandigama,Kanchikacherla,S.Amaravaram
6388,9005,341,2015-06-19,Tiruvuru,Tiruvuru,Munukulla
6389,9005,117,2015-05-07,,,
6390,9006,248,2015-06-30,Nandigama,Chanderlapadu,Thurlapadu
6391,9006,95,2015-07-14,Jaggaiahpeta,Vatsavai,Vatsavai
6392,9007,298,2015-07-07,Nandigama,Nandigama,Kanchela
6393,9008,252,2015-10-06,,,
6394,9008,361,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
6395,9010,239,2015-06-21,Jaggaiahpeta,Jaggaiahpeta,S M Peta
6396,9012,451,2015-08-06,,,
6397,9012,181,2015-06-27,Mylavaram,G. Konduru,Velaturu
6398,9014,252,2015-05-24,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
6399,9015,474,2015-05-21,,,
6400,9015,285,2015-05-26,Mylavaram,Reddygudem,Rudra varam
6401,9016,116,2015-06-24,,,
6402,9017,224,2015-05-24,Nandigama,Kanchikacherla,Perakalapadu
6403,9017,325,2015-06-07,Tiruvuru,Tiruvuru,Chinthalapadu
6404,9022,114,2015-06-18,Jaggaiahpeta,Vatsavai,Kambhampadu
6405,9024,216,2015-12-07,,,
6406,9031,269,2015-05-27,Mylavaram,Reddygudem,Rudra varam
6407,9031,26,2015-06-16,Tiruvuru,Gampalagudem,GULLAPUDI
6408,9033,9,2015-05-23,Nandigama,Kanchikacherla,Kunikinapadu
6409,9034,94,2015-10-06,,,
6410,9034,201,2015-07-14,Nandigama,Kanchikacherla,Kanchikacherla
6411,9035,283,2015-08-06,,,
6412,9036,63,2015-01-06,,,
6413,9038,334,2015-12-06,,,
6414,9039,78,2015-09-07,,,
6415,9040,180,2015-05-23,Mylavaram,G. Konduru,Gangineni palem
6416,9041,119,2015-06-17,Jaggaiahpeta,Vatsavai,Pedamodugapalli
6417,9041,333,2015-06-25,Tiruvuru,Tiruvuru,Ganugapadu
6418,9043,41,2015-06-27,Nandigama,Veerullapadu,Jujjuru
6419,9044,1,2015-06-06,Nandigama,Chanderlapadu,Kasarabada
6420,9045,252,2015-04-07,,,
6421,9047,489,2015-01-06,,,
6422,9047,221,2015-09-06,,,
6423,9048,220,2015-05-28,Nandigama,Kanchikacherla,Chevitikallu
6424,9048,182,2015-11-07,,,
6425,9050,11,2015-06-25,Tiruvuru,Vissannapeta,Korlamanda
6426,9051,318,2015-06-16,Nandigama,Nandigama,Pallagiri
6427,9054,421,2015-05-26,,,
6428,9054,319,2015-05-29,,,
6429,9056,278,2015-06-23,Mylavaram,Reddygudem,Reddygudem
6430,9057,284,2015-05-24,Mylavaram,Reddygudem,Rudra varam
6431,9058,487,2015-12-06,,,
6432,9059,405,2015-01-07,,,
6433,9060,156,2015-02-06,,,
6434,9060,483,2015-12-06,,,
6435,9061,305,2015-11-07,,,
6436,9062,434,2015-05-27,Tiruvuru,Vissannapeta,Kondaparava
6437,9064,306,2015-10-06,,,
6438,9068,200,2015-06-17,,,
6439,9068,403,2015-02-07,,,
6440,9073,343,2015-05-22,Tiruvuru,Tiruvuru,Mustikuntla
6441,9073,125,2015-05-24,Jaggaiahpeta,Vatsavai,Allurupadu
6442,9075,155,2015-06-15,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
6443,9076,283,2015-02-07,,,
6444,9077,227,2015-02-06,,,
6445,9079,439,2015-05-25,Tiruvuru,Vissannapeta,Vemireddipalli
6446,9079,86,2015-05-30,Mylavaram,Ibrahimpatnam,Kethanakonda
6447,9079,137,2015-06-29,Jaggaiahpeta,Vatsavai,Polampalli
6448,9080,361,2015-01-07,,,
6449,9081,189,2015-06-22,Mylavaram,G. Konduru,Chevuturu
6450,9081,152,2015-07-22,Nandigama,Chanderlapadu,Chanderlapadu
6451,9081,381,2015-01-07,,,
6452,9086,38,2015-05-27,Tiruvuru,Gampalagudem,CHINTALANARVA
6453,9086,382,2015-06-24,Tiruvuru,A.Konduru,Khampampadu
6454,9086,51,2015-07-24,Mylavaram,Ibrahimpatnam,Kondapalli
6455,9087,273,2015-05-30,Mylavaram,Reddygudem,Kunaparajparva
6456,9089,200,2015-04-06,,,
6457,9092,255,2015-01-06,,,
6458,9094,39,2015-06-28,Tiruvuru,A.Konduru,Cheemalapadu
6459,9094,136,2015-07-22,Jaggaiahpeta,Vatsavai,Vatsavai
6460,9099,301,2015-05-29,Nandigama,Nandigama,Kethaveerunipadu
6461,9099,425,2015-07-13,Tiruvuru,Vissannapeta,Vissannapeta
6462,9102,245,2015-04-07,,,
6463,9103,395,2015-11-06,,,
6464,9105,484,2015-06-17,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
6465,9106,263,2015-06-26,Mylavaram,Mylavaram,pullur
6466,9106,475,2015-05-25,Jaggaiahpeta,Penuganchiprolu,Totacharla
6467,9107,470,2015-06-26,Tiruvuru,Gampalagudem,UMMADADEVARAPALLI
6468,9111,111,2015-06-26,Jaggaiahpeta,Vatsavai,Lingala
6469,9112,213,2015-06-27,Nandigama,Kanchikacherla,Moguluru
6470,9113,364,2015-05-28,Mylavaram,Mylavaram,k.r.gudem
6471,9113,192,2015-06-18,Mylavaram,G. Konduru,Koduru
6472,9113,182,2015-09-07,,,
6473,9115,435,2015-06-19,Tiruvuru,Vissannapeta,Putrela
6474,9115,51,2015-07-20,Mylavaram,Ibrahimpatnam,Kondapalli
6475,9118,214,2015-07-13,Nandigama,Kanchikacherla,Kanchikacherla
6476,9120,232,2015-05-24,Nandigama,Chanderlapadu,Punnavalli
6477,9120,285,2015-05-25,Mylavaram,Reddygudem,Rudra varam
6478,9123,452,2015-06-23,Tiruvuru,Gampalagudem,GAMPALAGUDEM
6479,9125,164,2015-06-14,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
6480,9126,433,2015-02-07,,,
6481,9127,26,2015-05-06,,,
6482,9127,167,2015-12-07,,,
6483,9133,248,2015-07-07,Nandigama,Chanderlapadu,Thurlapadu
6484,9134,11,2015-10-06,,,
6485,9135,341,2015-04-06,,,
6486,9142,220,2015-05-31,Nandigama,Kanchikacherla,Chevitikallu
6487,9142,463,2015-06-24,Tiruvuru,Gampalagudem,DUNDIRLAPADU
6488,9144,139,2015-06-27,Jaggaiahpeta,Vatsavai,Polampalli
6489,9144,437,2015-06-22,Tiruvuru,Vissannapeta,Putrela
6490,9145,141,2015-05-27,Nandigama,Chanderlapadu,Munagalapalli
6491,9146,253,2015-06-15,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
6492,9147,140,2015-01-07,,,
6493,9152,447,2015-05-25,Tiruvuru,Gampalagudem,PEDAKOMERA
6494,9153,312,2015-12-07,,,
6495,9157,297,2015-06-15,Nandigama,Nandigama,Ambarupeta
6496,9159,149,2015-06-06,Nandigama,Chanderlapadu,Gudimetla
6497,9161,144,2015-11-07,,,
6498,9162,139,2015-07-17,Jaggaiahpeta,Vatsavai,Vatsavai
6499,9163,252,2015-06-21,Jaggaiahpeta,Jaggaiahpeta,Gandrai
6500,9163,232,2015-10-07,,,
6501,9164,272,2015-05-31,Mylavaram,Reddygudem,Moddulaparva
6502,9165,274,2015-06-13,Mylavaram,Mylavaram,pullur
6503,9167,276,2015-05-25,Mylavaram,Reddygudem,Moddulaparva
6504,9167,324,2015-06-14,Tiruvuru,Tiruvuru,Vavilala
6505,9167,10,2015-03-07,,,
6506,9172,341,2015-05-23,Tiruvuru,Tiruvuru,Mustikuntla
6507,9173,150,2015-06-21,Nandigama,Veerullapadu,Dodda Devara Padu
6508,9176,362,2015-05-20,Mylavaram,Mylavaram,Ganapavaram
6509,9177,278,2015-06-07,Mylavaram,Reddygudem,Reddygudem
6510,9178,420,2015-06-29,Tiruvuru,Tiruvuru,Ganugapadu
6511,9179,490,2015-05-06,,,
6512,9181,304,2015-05-25,Nandigama,Nandigama,Chandapuram
6513,9184,130,2015-10-07,,,
6514,9185,204,2015-05-22,Nandigama,Kanchikacherla,Munnaluru
6515,9187,5,2015-07-22,Nandigama,Chanderlapadu,Chanderlapadu
6516,9191,81,2015-05-28,Mylavaram,Ibrahimpatnam,Kethanakonda
6517,9191,355,2015-06-07,Mylavaram,Mylavaram,Velvadam
6518,9192,498,2015-11-06,,,
6519,9193,91,2015-06-19,Mylavaram,Ibrahimpatnam,Kachavaram
6520,9193,50,2015-06-25,Nandigama,Veerullapadu,Jujjuru
6521,9194,322,2015-05-22,Tiruvuru,Tiruvuru,Laxmipuram
6522,9194,133,2015-01-07,,,
6523,9196,247,2015-06-21,Jaggaiahpeta,Jaggaiahpeta,S M Peta
6524,9197,328,2015-06-24,Tiruvuru,Tiruvuru,Kokilampadu
6525,9198,221,2015-06-15,Nandigama,Chanderlapadu,Chinthalapadu
6526,9200,241,2015-06-30,Jaggaiahpeta,Vatsavai,Magollu
6527,9201,195,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
6528,9202,308,2015-05-30,Nandigama,Nandigama,Kammavaripalem
6529,9204,351,2015-06-14,Mylavaram,Mylavaram,Velvadam
6530,9205,476,2015-06-06,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
6531,9206,123,2015-04-07,,,
6532,9206,151,2015-06-22,Nandigama,Veerullapadu,G.Madhavaram
6533,9209,50,2015-04-06,,,
6534,9211,221,2015-09-07,,,
6535,9213,20,2015-04-06,,,
6536,9213,493,2015-12-06,,,
6537,9214,148,2015-05-28,Jaggaiahpeta,Jaggaiahpeta,Vedadri
6538,9217,226,2015-09-06,,,
6539,9218,371,2015-06-16,Mylavaram,Mylavaram,Velvadam
6540,9219,9,2015-06-30,Nandigama,Kanchikacherla,Moguluru
6541,9222,195,2015-05-06,,,
6542,9222,471,2015-05-07,,,
6543,9224,436,2015-09-06,,,
6544,9227,489,2015-01-06,,,
6545,9227,188,2015-06-15,Mylavaram,G. Konduru,Chevuturu
6546,9227,93,2015-06-22,Mylavaram,Vijayawada (R),Kottur tadepalli
6547,9230,285,2015-05-27,Mylavaram,Reddygudem,Rudra varam
6548,9232,310,2015-05-29,Jaggaiahpeta,Nadigama,Domaluru
6549,9233,498,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
6550,9233,184,2015-10-07,,,
6551,9237,253,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
6552,9238,149,2015-02-06,,,
6553,9238,441,2015-01-07,,,
6554,9242,354,2015-05-20,Mylavaram,Mylavaram,Ganapavaram
6555,9244,211,2015-12-06,,,
6556,9245,303,2015-06-15,Nandigama,Nandigama,Lingalapadu
6557,9247,293,2015-05-28,Jaggaiahpeta,Nadigama,Konathamatmakuru
6558,9247,255,2015-06-22,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
6559,9248,69,2015-05-31,Mylavaram,Ibrahimpatnam,Elaprolu
6560,9249,323,2015-05-06,,,
6561,9250,283,2015-06-16,Mylavaram,Reddygudem,Reddygudem
6562,9251,305,2015-06-22,Nandigama,Nandigama,Pallagiri
6563,9251,222,2015-06-24,Nandigama,Kanchikacherla,Moguluru
6564,9252,214,2015-10-06,,,
6565,9252,10,2015-08-07,,,
6566,9253,357,2015-06-23,Mylavaram,Mylavaram,pullur
6567,9256,120,2015-06-06,Jaggaiahpeta,Vatsavai,Gopinenipalem
6568,9258,349,2015-07-06,Tiruvuru,Tiruvuru,Anjaneyapuram
6569,9258,489,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
6570,9259,395,2015-06-29,Tiruvuru,A.Konduru,A. Konduru
6571,9260,369,2015-06-15,Mylavaram,Reddygudem,Reddygudem
6572,9262,436,2015-05-27,Nandigama,Veerullapadu,Thati Gummi
6573,9262,305,2015-06-28,Nandigama,Nandigama,Peddavaram
6574,9262,149,2015-08-07,,,
6575,9263,7,2015-04-06,,,
6576,9263,172,2015-06-27,Mylavaram,G. Konduru,Kavuluru
6577,9264,387,2015-05-24,Tiruvuru,A.Konduru,Vallampatla
6578,9264,491,2015-03-06,,,
6579,9264,138,2015-03-07,,,
6580,9266,355,2015-06-23,Mylavaram,Mylavaram,Velvadam
6581,9267,49,2015-06-24,,,
6582,9269,362,2015-05-06,,,
6583,9269,434,2015-11-06,,,
6584,9270,491,2015-06-24,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
6585,9271,174,2015-07-07,Mylavaram,G. Konduru,G.kondur
6586,9272,352,2015-05-31,Mylavaram,Mylavaram,Morsumalli
6587,9272,497,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
6588,9276,222,2015-05-06,,,
6589,9277,376,2015-03-06,,,
6590,9278,400,2015-05-26,Tiruvuru,A.Konduru,Vallampatla
6591,9278,220,2015-06-23,Nandigama,Kanchikacherla,Gottimukkala
6592,9281,245,2015-05-06,,,
6593,9281,290,2015-06-26,,,
6594,9282,24,2015-03-07,,,
6595,9284,314,2015-06-18,Nandigama,Nandigama,Pallagiri
6596,9285,62,2015-06-27,,,
6597,9289,414,2015-06-28,Tiruvuru,Tiruvuru,Peddavaram
6598,9291,281,2015-05-26,Mylavaram,Reddygudem,Narukullapadu
6599,9291,220,2015-06-23,Nandigama,Kanchikacherla,Gottimukkala
6600,9295,379,2015-06-19,Mylavaram,Mylavaram,Chandragudem
6601,9296,329,2015-06-29,Tiruvuru,Tiruvuru,G.Kothuru
6602,9298,133,2015-07-18,Jaggaiahpeta,Vatsavai,Vatsavai
6603,9298,245,2015-07-20,Mylavaram,Ibrahimpatnam,Kondapalli
6604,9299,357,2015-06-19,Mylavaram,Mylavaram,pullur
6605,9300,478,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
6606,9303,9,2015-01-06,,,
6607,9304,181,2015-06-15,Mylavaram,G. Konduru,Koduru
6608,9304,370,2015-11-07,,,
6609,9305,236,2015-10-06,,,
6610,9307,374,2015-06-27,Mylavaram,Mylavaram,pullur
6611,9308,320,2015-04-07,,,
6612,9309,162,2015-03-07,,,
6613,9316,368,2015-06-13,Mylavaram,Mylavaram,Velvadam
6614,9320,176,2015-01-06,,,
6615,9320,133,2015-11-07,,,
6616,9321,461,2015-06-27,Tiruvuru,Gampalagudem,RAJAVARAM
6617,9322,273,2015-05-28,Mylavaram,Reddygudem,Kunaparajparva
6618,9323,205,2015-05-28,Nandigama,Kanchikacherla,Kothapeta
6619,9323,201,2015-04-07,,,
6620,9324,284,2015-05-27,Mylavaram,Reddygudem,Rudra varam
6621,9324,475,2015-07-15,,,
6622,9325,47,2015-06-07,Nandigama,Veerullapadu,Jagannadhapuram
6623,9326,464,2015-06-27,Tiruvuru,Gampalagudem,LINGALA
6624,9327,425,2015-06-15,Tiruvuru,Vissannapeta,Narasapuram
6625,9331,250,2015-05-30,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
6626,9331,321,2015-06-14,,,
6627,9331,186,2015-09-07,,,
6628,9333,182,2015-05-22,Mylavaram,G. Konduru,Gangineni palem
6629,9333,220,2015-03-07,,,
6630,9333,152,2015-07-22,Nandigama,Chanderlapadu,Chanderlapadu
6631,9334,286,2015-05-31,Mylavaram,Reddygudem,Rangapuram
6632,9334,89,2015-06-13,Jaggaiahpeta,Vatsavai,Machinenipalem
6633,9335,46,2015-01-06,,,
6634,9335,86,2015-05-06,,,
6635,9338,439,2015-06-15,Tiruvuru,Vissannapeta,Putrela
6636,9339,60,2015-05-24,Mylavaram,Ibrahimpatnam,Thummalapalem
6637,9339,63,2015-08-06,,,
6638,9345,451,2015-12-06,,,
6639,9345,167,2015-02-07,,,
6640,9346,471,2015-05-26,Jaggaiahpeta,Penuganchiprolu,Subbayamgudam
6641,9346,348,2015-06-29,Tiruvuru,Tiruvuru,Kokilampadu
6642,9348,64,2015-05-30,,,
6643,9348,210,2015-07-06,Nandigama,Kanchikacherla,Kanchikacherla
